PLANT,Site,Site Code,VISIT_DATE,OBSERVER,ORGANIZATION,VISIT_STATUS_NUM,VISIT_STATUS_CHAR,SEARCH_SQFT,GROSS_SQFT,PLANT_COUNT,PERCENT_COVER,AGE_SIZE,DISTRIBUTION,PHENOLOGY,NATIVE,NON_NAT,iMap Searched Record,iMap Pres/Not Det,iMap Treat,WIND_SPEED,WIND_DIR,TEMP,PERCENT_TREATED,GROSS_TREAT_SQFT,ACTUAL_HERBICIDE_SQFT,PU_COUNT,PU_PERCENT,FO_COUNT,FO_PERCENT,CO_COUNT,CO_PERCENT,CS_COUNT,BB_COUNT,HS_COUNT,HERBICIDE_NAME,AI_CONCENTRATION,AMT_OF_MIX,MIX_UNITS,AMT_OF_PRODUCT,PRODUCT_UNITS,PHOTO_NAMES,Notes
_CYSC4_,TELK,TELK_VIDI80_005,2019-09-20T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,211316,2,<5,mature,,mature fruit,,,,,,,,,<10,2,2,,,,,,,2,,,Accord XRT II,50,5,mL,2.5,mL,,Only large trees in fruit were cut.
_VIDI80_,TELK,TELK_VISI_001,2018-06-30T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,810,4,25-May,adult reproducing,,mature fruit,,,,,,,,,76-100,,,,,,,,,4,,,Accord XRT II,50,18,mL,9,mL,,
_CYSC4_,TELK,TELK_VISI_001,2019-09-20T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,211316,3,<5,mature,,mature fruit,,,,,,,,,<10,6000,,,,,,,,3,,,Accord XRT II,50,5,mL,2.5,mL,,found plants scattered around photinia site
_CYSC4_,THAR,THAR_SPJA_001,2019-10-12T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,537167,843,26-50,mature,,mature fruit,medium,medium,1034962,,,,,,26-50,138298,,843,100,,,,,,,,,,,,,,,About 35-40% of infestation treated
_RHSC3_,THAR,THAR_SPJA_001,2020-10-03T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,106286,664,26-50,mature,dense plants/clumps,vegetative,low,high,,,,,,,<10,4678,,664,,,,,,,,,,,,,,,,
_BRSY_,THAR,THAR_SPJA_001,2020-10-04T04:00:00Z,Natalie Kyvik,New York - New Jersey Trail Conference,1,partially treated,,106286,959,26-50,mature,dense plants/clumps,vegetative,low,high,,,,,,,26-50,45738,,959,,,,,,,,,,,,,,,,
,,THAR_SPJA_001,2021-08-15T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,1,partially treated,619423,264409,2003,25-May,mature,dense plants/clumps,immature fruit,medium,medium,,,,,,,,38333,,2003,2003,,,,,,,,,,,,,,,
,,THAR_SPJA_001,2021-10-09T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,1,partially treated,626393,264844,853,26-50,mature,dense plants/clumps,mature fruit,medium,medium,,,,,,,26-50,37462,,853,,,,,,,,,,,,,,,,
,,THAR_SPJA_001,2022-07-22T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,173682,28698,4613,25-May,mature,dense plants/clumps,immature fruit,medium,medium,,,,,,,51-75,14344,,4613,,,,,,,,,,,,,,,,
,,THAR_SPJA_001,2022-07-23T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,173682,28698,2610,25-May,mature,dense plants/clumps,immature fruit,medium,medium,,,,,,,51-75,14344,,2610,,,,,,,,,,,,,,,,
_CYSC4_,TOP1,TOP1_BRSY_001,2019-08-16T04:00:00Z,Michael Young,New York - New Jersey Trail Conference,1,partially treated,,60139,633,51-75,mature,,mature fruit,medium,high,1033383,,17037,,,,<10,60139,,633,,,,,,,,,,,,,,,,Plants along riverbank and beyond.
_CYSC4_,TOP1,TOP1_BRSY_001,2020-08-16T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,1,partially treated,,31500,42,<5,mature,sparse,vegetative,,,,,,,,,76-100,800,,42,100,,,,,,,,,,,,,,,"stinging nettle, not many visual aids for navigation. only searched close to site marker. human search only"
_BETH_,TOP1,TOP1_BRSY_001,2020-08-22T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,0,untreated,,282000,,25-May,mature,monoculture,vegetative,,,,,,,,,<10,NA,,0,,,,,,,,,,,,,,,,plants in dense patches along creek going upstream.  Turned around once we encountered electric fence of private property.
_VISI_,TOP2,TOP2_BRSY_001,2017-08-09T04:00:00Z,Steve Young,New York Natural Heritage Program,0,untreated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_VISI_,TOP2,TOP2_BRSY_001,2017-08-10T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,1750,46,26-50,adult reproducing,,mature fruit,,,,,,,,,76-100,1750,,46,100,,,,,,,,,,,,,,,
_AREL8_,TOP2,TOP2_BRSY_001,2018-08-10T04:00:00Z,Michael Young,New York - New Jersey Trail Conference,2,completely treated,,82000,13,<5,adult reproducing,,mature fruit,,,,,,,,,76-100,20,,13,,,,,,,,,,,,,,,,
_CYSC4_,TOP2,TOP2_BRSY_001,2019-08-12T04:00:00Z,Michael Young,New York - New Jersey Trail Conference,2,completely treated,,60000,5,<5,mature,,mature fruit,medium,medium,1033382,,17030,,,,76-100,10,,5,100,,,,,,,,,,,,,,,
_CYSC4_,TPDC,TPDC_PUMO_DEC0172,2019-10-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,457,64,25-May,mature,,mature fruit,,,,,,,,,76-100,,,,,,,,,64,,,Accord XRT II,50,13,mL,6.5,mL,,
_MISI_,TPDC,TPDC_PUMO_DEC0172,2020-10-11T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,350,,76-100,mature,monoculture,mature fruit,low,high,,,,,,,76-100,350,,,400 sq ft(76-100%),,,,,,,,,,,,,,,
,,TPDC_PUMO_DEC0172,2022-10-03T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,0,untreated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_BRSY_,TUPR,TUPR_ACAR10_001,2020-10-05T04:00:00Z,Devyani Mishra,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,high,low,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TUPR_ACAR10_003,2021-09-20T04:00:00Z,Melissa Sinka,New York - New Jersey Trail Conference,2,completely treated,16553,2628,40,26-50,mature,dense plants/clumps,vegetative,low,high,,,,,,,76-100,2500,,10,,,,,,30,,,Roundup Custom for Aquatic and Terrestrial Use,0.538,20,mL,20,mL,,Roadsides/debris
_PUMO_,TVLB,TVLB_MALUS_001,2015-07-05T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,0,untreated,,43560,,25-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_VIPL_,UNFW,UNFW_ACAR10_001,2020-09-26T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UNFW_ACAR10_001,2021-09-18T04:00:00Z,Melissa Sinka,New York - New Jersey Trail Conference,3,no plants 1st year,139828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYLO11_,UNFW,UNFW_ACAR10_002,2013-08-10T04:00:00Z,Carolynn Sears,The Invasives Project- Pound Ridge,0,untreated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_WISTE_,UNFW,UNFW_ACAR10_002,2020-09-26T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,1787,6,<5,sapling,trace,vegetative,medium,medium,,,,,,,76-100,1788,,6,,,,,,,,,,,,,,,,
,,UNFW_ACAR10_002,2021-09-18T04:00:00Z,Melissa Sinka,New York - New Jersey Trail Conference,2,completely treated,139828,1335,5,<5,sapling,sparse,vegetative,low,high,,,,,,,76-100,1218,,5,,,,,,,,,,,,,,,,
,,UNFW_SYPA12_001,2021-09-18T04:00:00Z,Melissa Sinka,New York - New Jersey Trail Conference,0,untreated,139828,46,1,<5,sapling,trace,vegetative,low,high,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAR10,VASS,VASS_ACAR10_001,2021-07-25T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,1,partially treated,909,370,6,<5,mature,dense plants/clumps,immature fruit,high,low,,,,9,S,69,76-100,344,,,,,,6,,,,,,,,,,,,
,,VASS_ACAR10_001,2022-07-16T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,3,no plants 1st year,771,0,,NA,NA,NA,NA,low,high,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_AKQU_001,2019-07-26T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,9970,,51-75,mature,,vegetative,,,,,,,,,76-100,9970,9969.7,,,,100,,,,,,Roundup Weed and Grass Killer Super Conc,5,4,gal,4,gal,,"Follow trail and then bushwhackt o GPS coordinates, site goes to property boundary by stone wall."
_CYSC4_,VASS,VASS_AKQU_001,2020-07-20T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,1,partially treated,,9501,,25-May,mature,dense plants/clumps,vegetative,low,high,,,,,,,,3625,,,,,26-50,,,,,,Roundup Weed and Grass Killer Super Conc + Cide-Kick,1,3.3,gal,4.22,FL,,
,,VASS_AKQU_001,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,17616,10419,,76-100,mature,dense plants/clumps,vegetative,low,high,,,,5,N,77,76-100,10335,,,,,<10,,,,,,Vastlan,2,6.7,gal,17.15,FL,,
,,VASS_AKQU_001,2022-07-16T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,17616,10335,17616,26-50,mature,dense plants/clumps,vegetative,low,high,,,,5,N,77,76-100,10335,,,,10335.4sqft,76-100,,,,,,Vastlan,1.1,6.77,gal,17.33,FL,,
,,VASS_AKQU_002,2022-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,5128,4206,,25-May,mature,dense plants/clumps,vegetative,low,high,,,,,,,76-100,4206,,,,,100,,,,,,Vastlan,1.1,3.24,gal,8.28,FL,,
,,VASS_AKQU_002,2022-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,5128,4206,,26-50,mature,dense plants/clumps,vegetative,low,high,,,,3,N,79,76-100,4224,,,,,,,,,,,Pathfinder II,13.6,1,FL,1,FL,,Some houses prefered cut stump to minimize herbicide use.  Treatment area used as plant count
_CYSC4_,VASS,VASS_CLTE4_001,2020-07-20T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,2,completely treated,,1,1,76-100,mature,trace,vegetative,medium,medium,1073568,,18452,,,,76-100,1,,1,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_001,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,9502,11,<5,sapling,,vegetative,,,,,,,,,76-100,9502,9501.885,,,,,,,,11,,Pathfinder II,13.6,1.5,FL,1.5,FL,,
KASE,VASS,VASS_KASE_001,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,29185,14374,7,<5,sapling,sparse,vegetative,medium,medium,,,,,,,76-100,13068,,,,,,,,7,,,Pathfinder II,0.136,0.1,FL,0.1,FL,,Same site lovation as VASS_SYPA12_013
,,VASS_KASE_001,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,44827,3346,3,<5,sapling,sparse,vegetative,high,medium,,,,,,,76-100,3347,,,,,,,,,3,,Pathfinder II,13.6,0.5,FL,0.5,FL,,
_CYSC4_,VASS,VASS_KASE_002,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,74543,151,<5,sapling,,vegetative,,,,,,,,,76-100,74543,74543.358,,,,,,,,151,,Pathfinder II,13.6,7,FL,7,FL,,
_CYSC4_,VASS,VASS_KASE_002,2020-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,3586,52,<5,sapling,trace,vegetative,medium,high,,,,,,,76-100,3586,,,,,,,,,52,,Pathfinder II,13.6,2.9,FL,2.9,FL,,
KASE,VASS,VASS_KASE_002,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,4227,651,6,<5,sapling,trace,vegetative,low,high,,,,,,,76-100,613,,,,,,,,,6,,Pathfinder II,0.136,1.5,FL,1.5,FL,,Same site location as VASS_SYPA12_008
,,VASS_KASE_002,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,3,no plants 1st year,8984,0,,NA,NA,NA,NA,medium,medium,,,,,,,,NA,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_003,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,3358,160,25-May,sapling,,vegetative,,,,,,,,,76-100,3358,3358.03,,,,,,,,160,,Pathfinder II,13.6,7,FL,7,FL,,
_CYSC4_,VASS,VASS_KASE_003,2020-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,10210,49,<5,seedling,trace,vegetative,low,high,,,,,,,76-100,10210,,,,,,,,,49,,Pathfinder II,13.6,1.8,FL,1.8,FL,,
KASE,VASS,VASS_KASE_003,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,14810,,,,,,,medium,medium,,,,,,,,,,,,,,,,,,,,,,,,,,Same site location as VASS_SYPA12_006
,,VASS_KASE_003,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,21477,5,1,<5,mature,trace,vegetative,medium,medium,,,,,,,76-100,5,,,,,,,,,1,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
_CYSC4_,VASS,VASS_KASE_004,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,9231,13,<5,sapling,,vegetative,,,,,,,,,76-100,9231,9231.092,,,,,,,,13,,Pathfinder II,13.6,1.5,FL,1.5,FL,,
_CYSC4_,VASS,VASS_KASE_004,2020-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,3296,2,<5,seedling,trace,vegetative,medium,medium,,,,,,,76-100,3297,,,,,,,,,2,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_004,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,16553,112,3,<5,sapling,trace,vegetative,medium,medium,,,,,,,76-100,104,,,,,,2,,1,,,Pathfinder II,0.136,0.1,FL,0.1,FL,,Same site location as VASS_SYPA12_001
,,VASS_KASE_004,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,29669,36,1,<5,mature,trace,vegetative,low,high,,,,,,,76-100,36,,,,,,,,,1,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
_CYSC4_,VASS,VASS_KASE_005,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,73,2,<5,sapling,,vegetative,,,,,,,,,76-100,73,73.412,,,,,,,,2,,Pathfinder II,13.6,0.5,FL,0.5,FL,,
KASE,VASS,VASS_KASE_005,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,2405,1346,2,<5,sapling,trace,vegetative,low,high,,,,,,,76-100,1136,,,,,,,,,2,,Pathfinder II,0.136,0.3,FL,0.3,FL,,Same site location as VASS_SYPA12_016
,,VASS_KASE_005,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,334,17,1,<5,sapling,trace,vegetative,low,high,,,,,,,76-100,17,,,,,,,,,1,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
_CYSC4_,VASS,VASS_KASE_006,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,360,360,25-May,mature,,flower,,,,,,,,,76-100,360,360.36,,,,,,,,22,,Pathfinder II,13.6,6,FL,6,FL,,
_CYSC4_,VASS,VASS_KASE_006,2019-07-26T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,49557,494,25-May,mature,,vegetative,,,,,,,,,76-100,49557,49557,,,,,,,,494,,Pathfinder II,13.6,178,FL,178,FL,,
_CYSC4_,VASS,VASS_KASE_006,2020-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,5444,172,25-May,seedling,sparse,vegetative,medium,medium,,,,0,,71,76-100,5444,,,,172,,,,,,,Accord XRT II,2,0.84,gal,2.24,FL,,
KASE,VASS,VASS_KASE_006,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,16117,12196,35,25-May,sapling,sparse,vegetative,low,high,,,,,,,76-100,11761,,,,,,,,,35,,Pathfinder II,0.136,2.3,FL,2.3,FL,,Same site location as VASS_SYPA12_014
,,VASS_KASE_006,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,13388,9487,69,25-May,sapling,sparse,vegetative,low,high,,,,,,,76-100,9488,,,,,,,,,69,,Pathfinder II,13.6,5.5,FL,5.5,FL,,
_CYSC4_,VASS,VASS_KASE_007,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,2,1,<5,mature,,vegetative,,,,,,,,,76-100,2,2,,,,,,,,1,,Pathfinder II,13.6,0.2,FL,0.2,FL,,
KASE,VASS,VASS_KASE_007,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,1216,,,,,,,medium,medium,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_008,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,1,1,<5,sapling,,vegetative,,,,,,,,,76-100,1,1,,,,,,,,1,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
_CYSC4_,VASS,VASS_KASE_008,2020-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,medium,medium,,,,,,,,NA,,,,,,,,,,,,,,,,,,No plants found
KASE,VASS,VASS_KASE_008,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,16988,,,,,,,low,high,1179850,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_009,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,1,1,,sapling,,vegetative,,,,,,,,,76-100,1,1,,,,,,,,1,,Pathfinder II,13.6,0.1,FL,0.1,FL,,"Near property boundary, sapphireberry with immature fruits present."
KASE,VASS,VASS_KASE_009,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,560,,,,,,,low,medium,,,,,,,,,,,,,,,,,,,,,,,,,,Same site location as VASS_SYPA12_018
_CYSC4_,VASS,VASS_KASE_010,2019-07-26T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,2,1,<5,mature,,vegetative,,,,,,,,,76-100,2,2,,,,,,,,1,,Pathfinder II,13.6,0.5,FL,0.5,FL,,"Park on the road by farm house, plants are about 50ft in from the road behind the house."
,,VASS_KASE_010,2021-08-12T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,28314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_011,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,5,6,<5,sapling,,vegetative,,,,,,,,,76-100,5,5,,,,,,,,6,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_011,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,4260,,,,,,,medium,medium,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_012,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,5,1,<5,sapling,,vegetative,,,,,,,,,76-100,5,5,,,,,,,,1,,Pathfinder II,13.6,0.2,FL,0.2,FL,,
KASE,VASS,VASS_KASE_012,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,565,,,,,,,low,high,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_013,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,2,2,76-100,sapling,,vegetative,,,,,,,,,76-100,2,2,,,,,,,,2,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_013,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,13504,12632,1,<5,sapling,trace,vegetative,medium,medium,,,,,,80,76-100,11761,,,,,,,,,1,,Pathfinder II,0.136,0.1,FL,0.1,oz,,Same site locations as VASS_SYPA12_019
,,VASS_KASE_013,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,2715,83,2,<5,mature,trace,vegetative,medium,medium,,,,,,,76-100,83,,,,,,,,,2,,Pathfinder II,13.6,0.5,FL,0.5,FL,,
_CYSC4_,VASS,VASS_KASE_014,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,11,3,<5,sapling,,vegetative,,,,,,,,,76-100,11,10.8,,,,,,,,3,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_014,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,1812,72,2,<5,sapling,trace,vegetative,medium,medium,,,,,,,76-100,61,,,,,,,,,2,,Pathfinder II,0.136,0.1,FL,0.1,FL,,Cut only due to proximity to water- presence point taken
,,VASS_KASE_014,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,6308,5,2,<5,mature,dense plants/clumps,vegetative,low,high,,,,,,,76-100,5,,,,,,,,,2,,Pathfinder II,13.6,0.2,FL,0.2,FL,,
_CYSC4_,VASS,VASS_KASE_015,2019-07-25T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,455,3,<5,sapling,,vegetative,,,,,,,,,76-100,455,455.065,,,,,,,,3,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_015,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,19166,,,,,,,low,high,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_016,2019-07-26T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,30517,34,<5,sapling,,vegetative,,,,,,,,,76-100,30517,30516.8,,,,,,,,34,,Pathfinder II,13.6,13,FL,13,FL,,
,,VASS_KASE_016,2021-08-12T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,60113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_017,2020-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,1,1,<5,sapling,trace,vegetative,medium,medium,,,,,,,76-100,1,,,,,,,,,1,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_017,2021-07-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,73181,,,,,,,medium,medium,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_018,2020-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,8833,7,<5,sapling,trace,vegetative,medium,high,,,,,,,76-100,8833,,,,,,,,,7,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_018,2021-07-25T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,23522,,,,,,,medium,medium,,,,,,,,,,,,,,,,,,,,,,,,,,Same site location as VASS_SYPA12_007
,,VASS_KASE_018,2022-08-04T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,309,309,1,<5,sapling,trace,vegetative,low,low,,,,,,,76-100,309,,1,100,,,,,,,,,,,,,,,
_CYSC4_,VASS,VASS_KASE_019,2020-07-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,13939,2,<5,sapling,trace,vegetative,medium,high,,,,,,,76-100,13939,,,,,,,,,2,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_019,2021-07-25T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,22651,6281,3,<5,seedling,trace,vegetative,medium,medium,,,,,,,76-100,5382,,,,,,,,,3,,Pathfinder II,0.136,0.25,FL,0.25,FL,,Same site location as VASS_SYPA12_022
,,VASS_KASE_019,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,13445,621,1,<5,mature,trace,vegetative,medium,medium,,,,,,,76-100,512,,,,,,,,,1,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_020,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,1875,5,1,<5,sapling,trace,vegetative,medium,medium,,,,,,,76-100,5,,,,,,,,,1,,Pathfinder II,0.136,0.1,FL,0.1,FL,,Same site location as VASS_SYPA12_011
KASE,VASS,VASS_KASE_021,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,10259,1115,2,<5,sapling,trace,vegetative,medium,medium,,,,,,,76-100,992,,,,,,,,,2,,Pathfinder II,0.136,0.1,FL,0.1,FL,,Same site location as VASS_SYPA12_012
,,VASS_KASE_021,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,15787,11,1,<5,sapling,sparse,vegetative,medium,high,,,,,,,76-100,11,,,,,,,,,1,,Pathfinder II,13.6,0.1,FL,0.1,FL,,
KASE,VASS,VASS_KASE_022,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,8238,1272,5,<5,sapling,trace,vegetative,low,high,,,,,,,76-100,1144,,,,,,1,,,4,,Pathfinder II,0.136,2,FL,2,FL,,Cut only due to proximity to water- presence point taken
,,VASS_KASE_022,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,11372,1245,4,<5,sapling,sparse,vegetative,low,high,,,,,,,76-100,1246,,,,,,,,,4,,Pathfinder II,13.6,1,FL,1,FL,,
KASE,VASS,VASS_KASE_023,2021-07-23T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,2,completely treated,6369,1967,6,<5,sapling,trace,vegetative,low,high,,,,,,,76-100,1832,,,,,,1,,,5,,Pathfinder II,0.136,1,FL,1,FL,,Cut only due to proximity to water- presence point taken
,,VASS_KASE_023,2022-07-15T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,9949,6,1,<5,mature,trace,vegetative,low,high,,,,,,,76-100,6,,,,,,,,,1,,Pathfinder II,13.6,0.5,FL,0.5,FL,,
